"user_id","country","gender","device","test_group","conversion","total_spent"
"1009826","Turkey","Female","Android","Treatment","0","0.00"
"1009827","Mexico","Female","iOS","Treatment","0","0.00"
"1009829","Brazil","Male","Android","Treatment","0","0.00"
"1009831","USA","Female","Android","Control","0","0.00"
"1009832","Mexico","Female","iOS","Control","0","0.00"
"1009833","Germany","Male","Android","Control","0","0.00"
"1009834","Spain","Male","Android","Treatment","0","0.00"
"1009835","France","Female","Android","Control","0","0.00"
"1009836","Turkey","Male","Android","Control","0","0.00"
"1009837","Brazil","Male","iOS","Control","0","0.00"
"1009838","Mexico","Female","iOS","Control","0","0.00"
"1009839","United Kingdom","Male","iOS","Treatment","0","0.00"
"1009840","Spain","Male","iOS","Treatment","0","0.00"
"1009841","Germany","Female","Android","Control","0","0.00"
"1009842","Brazil","Female","Android","Control","0","0.00"
"1009843","Germany","","Android","Control","0","0.00"
"1009844","Mexico","Male","Android","Control","0","0.00"
"1009845","Germany","Male","Android","Control","0","0.00"
"1009846","USA","","Android","Treatment","0","0.00"
"1009847","Canada","","Android","Control","0","0.00"
"1009848","France","Female","Android","Control","0","0.00"
"1009849","USA","Female","iOS","Treatment","0","0.00"
"1009850","Brazil","Male","iOS","Control","0","0.00"
"1009851","Mexico","Other","iOS","Control","0","0.00"
"1009853","Germany","Female","Android","Control","0","0.00"
"1009854","Turkey","Female","Android","Treatment","0","0.00"
"1009855","France","","iOS","Treatment","0","0.00"
"1009856","Brazil","Female","Android","Control","0","0.00"
"1009857","USA","Male","Android","Treatment","0","0.00"
"1009858","USA","Female","iOS","Treatment","0","0.00"
"1009859","USA","Male","Android","Control","0","0.00"
"1009860","Mexico","Male","iOS","Control","0","0.00"
"1009861","USA","Female","iOS","Treatment","0","0.00"
"1009862","Brazil","Female","Android","Control","0","0.00"
"1009863","USA","","Android","Treatment","0","0.00"
"1009864","Brazil","Male","iOS","Treatment","0","0.00"
"1009865","Turkey","Female","iOS","Treatment","0","0.00"
"1009866","France","Other","","Treatment","0","0.00"
"1009867","USA","Male","iOS","Treatment","0","0.00"
"1009868","Brazil","","iOS","Control","0","0.00"
"1009869","Mexico","Male","iOS","Treatment","0","0.00"
"1009871","Mexico","Male","iOS","Treatment","0","0.00"
"1009872","USA","Other","iOS","Treatment","0","0.00"
"1009873","Turkey","Female","","Treatment","0","0.00"
"1009874","USA","","Android","Treatment","0","0.00"
"1009875","USA","Female","iOS","Treatment","0","0.00"
"1009876","Canada","Female","iOS","Treatment","0","0.00"
"1009877","France","Female","Android","Control","0","0.00"
"1009878","USA","Female","Android","Control","0","0.00"
"1009879","Brazil","Female","iOS","Control","0","0.00"
"1009880","Brazil","Female","Android","Treatment","0","0.00"
"1009881","France","Female","Android","Treatment","0","0.00"
"1009882","Germany","Female","Android","Control","0","0.00"
"1009883","France","Male","Android","Control","0","0.00"
"1009884","USA","Male","Android","Control","0","0.00"
"1009885","USA","Male","iOS","Control","0","0.00"
"1009886","France","Other","Android","Treatment","0","0.00"
"1009887","France","Other","Android","Treatment","0","0.00"
"1009888","Mexico","Female","iOS","Control","0","0.00"
"1009889","Mexico","Female","iOS","Control","0","0.00"
"1009890","USA","Female","Android","Treatment","0","0.00"
"1009891","Turkey","Male","iOS","Treatment","0","0.00"
"1009892","Australia","Male","iOS","Control","0","0.00"
"1009893","Mexico","Other","iOS","Treatment","0","0.00"
"1009894","Turkey","Female","Android","Treatment","0","0.00"
"1009895","Brazil","Female","Android","Treatment","0","0.00"
"1009896","Mexico","Female","iOS","Control","0","0.00"
"1009897","United Kingdom","Male","iOS","Control","0","0.00"
"1009898","Spain","Male","Android","Control","0","0.00"
"1009899","USA","Male","Android","Control","0","0.00"
"1009900","Germany","Female","iOS","Treatment","0","0.00"
"1009901","Brazil","Female","iOS","Treatment","0","0.00"
"1009902","USA","Female","Android","Control","0","0.00"
"1009903","USA","Male","Android","Control","0","0.00"
"1009904","Mexico","Female","iOS","Control","0","0.00"
"1009905","USA","Female","Android","Control","0","0.00"
"1009907","Mexico","Female","Android","Treatment","0","0.00"
"1009908","USA","Male","Android","Control","0","0.00"
"1009909","USA","","Android","Treatment","0","0.00"
"1009910","Mexico","Female","iOS","Treatment","0","0.00"
"1009911","Germany","","Android","Treatment","0","0.00"
"1009912","United Kingdom","Female","Android","Control","0","0.00"
"1009913","Brazil","Male","iOS","Control","0","0.00"
"1009914","USA","","Android","Treatment","0","0.00"
"1009915","France","Male","Android","Control","0","0.00"
"1009916","USA","Male","Android","Treatment","0","0.00"
"1009917","USA","Female","Android","Treatment","0","0.00"
"1009918","USA","Female","Android","Control","0","0.00"
"1009919","USA","Other","iOS","Control","0","0.00"
"1009920","France","Female","Android","Treatment","0","0.00"
"1009921","France","Female","Android","Control","0","0.00"
"1009922","Brazil","Male","Android","Control","0","0.00"
"1009923","USA","Female","iOS","Treatment","0","0.00"
"1009924","Mexico","Male","iOS","Treatment","0","0.00"
"1009925","Mexico","Male","Android","Control","0","0.00"
"1009926","USA","Male","Android","Control","0","0.00"
"1009927","Brazil","Female","iOS","Control","0","0.00"
"1009928","France","Other","Android","Treatment","0","0.00"
"1009929","Mexico","Female","iOS","Treatment","0","0.00"
"1009930","Brazil","Female","iOS","Control","0","0.00"
"1009931","USA","Male","iOS","Control","0","0.00"
"1009932","Brazil","Female","iOS","Control","0","0.00"
"1009933","USA","Female","Android","Treatment","0","0.00"
"1009934","Brazil","Male","iOS","Treatment","0","0.00"
"1009935","France","Male","iOS","Control","0","0.00"
"1009936","Brazil","","iOS","Treatment","0","0.00"
"1009937","Mexico","Male","Android","Control","0","0.00"
"1009938","USA","","iOS","Control","0","0.00"
"1009939","USA","Female","Android","Treatment","0","0.00"
"1009940","USA","Female","iOS","Control","0","0.00"
"1009941","Germany","Male","Android","Treatment","0","0.00"
"1009942","Germany","Male","Android","Treatment","0","0.00"
"1009944","Brazil","Male","Android","Treatment","0","0.00"
"1009945","Mexico","Male","Android","Treatment","0","0.00"
"1009946","Brazil","Female","Android","Control","0","0.00"
"1009947","Canada","Female","iOS","Control","0","0.00"
"1009948","Brazil","Female","Android","Control","0","0.00"
"1009950","United Kingdom","Male","iOS","Treatment","0","0.00"
"1009951","Mexico","Other","iOS","Treatment","0","0.00"
"1009952","USA","Male","Android","Control","0","0.00"
"1009953","United Kingdom","Male","iOS","Control","0","0.00"
"1009954","Australia","Female","iOS","Treatment","0","0.00"
"1009955","Brazil","Female","iOS","Control","0","0.00"
"1009956","Mexico","Male","Android","Treatment","0","0.00"
"1009957","Brazil","","Android","Control","0","0.00"
"1009959","Brazil","Male","Android","Control","0","0.00"
"1009960","Australia","Female","Android","Treatment","0","0.00"
"1009961","USA","Female","Android","Treatment","0","0.00"
"1009962","Brazil","Male","Android","Control","0","0.00"
"1009963","Brazil","","Android","Treatment","0","0.00"
"1009964","Germany","Female","Android","Treatment","0","0.00"
"1009965","USA","","iOS","Control","0","0.00"
"1009966","United Kingdom","Female","Android","Treatment","0","0.00"
"1009967","Spain","Male","Android","Control","0","0.00"
"1009968","Brazil","Male","iOS","Treatment","0","0.00"
"1009969","USA","Other","Android","Treatment","0","0.00"
"1009970","Brazil","Female","Android","Control","0","0.00"
"1009971","USA","Male","Android","Treatment","0","0.00"
"1009972","Australia","Male","iOS","Control","0","0.00"
"1009973","France","Female","iOS","Treatment","0","0.00"
"1009974","","Male","Android","Control","0","0.00"
"1009975","Brazil","Male","iOS","Treatment","0","0.00"
"1009976","Turkey","Female","iOS","Treatment","0","0.00"
"1009977","Brazil","Other","Android","Treatment","0","0.00"
"1009978","Germany","Female","iOS","Treatment","0","0.00"
"1009979","Brazil","Male","Android","Control","0","0.00"
"1009980","Brazil","Female","iOS","Treatment","0","0.00"
"1009981","Brazil","","Android","Control","0","0.00"
"1009983","Brazil","","iOS","Treatment","0","0.00"
"1009984","Turkey","Female","Android","Treatment","0","0.00"
"1009985","USA","Female","Android","Control","0","0.00"
"1009986","Mexico","","iOS","Treatment","0","0.00"
"1009987","Germany","Male","Android","Treatment","0","0.00"
"1009988","Germany","Male","Android","Treatment","0","0.00"
"1009989","Spain","","iOS","Treatment","0","0.00"
"1009990","USA","Female","Android","Control","0","0.00"
"1009991","USA","Female","Android","Control","0","0.00"
"1009992","USA","Male","Android","Control","0","0.00"
"1009993","Brazil","Male","Android","Treatment","0","0.00"
"1009994","USA","Male","Android","Control","0","0.00"
"1009995","Turkey","Female","Android","Control","0","0.00"
"1009996","Turkey","Male","iOS","Treatment","0","0.00"
"1009997","France","Female","iOS","Treatment","0","0.00"
"1009998","Brazil","Female","iOS","Control","0","0.00"
"1009999","Australia","Female","Android","Treatment","0","0.00"
"1010000","Brazil","Male","Android","Control","0","0.00"
"1010001","Turkey","Male","iOS","Treatment","0","0.00"
"1010002","Germany","Female","Android","Treatment","0","0.00"
"1010003","Spain","Female","Android","Control","0","0.00"
"1010004","USA","Female","iOS","Control","0","0.00"
"1010005","Brazil","","Android","Treatment","0","0.00"
"1010006","Brazil","","Android","Treatment","0","0.00"
"1010007","Brazil","Female","Android","Control","0","0.00"
"1010008","USA","Male","Android","Treatment","0","0.00"
"1010009","France","Male","Android","Treatment","0","0.00"
"1010010","USA","Female","iOS","Control","0","0.00"
"1010011","Turkey","Male","Android","Control","0","0.00"
"1010012","Mexico","Female","Android","Control","0","0.00"
"1010013","Brazil","Female","iOS","Control","0","0.00"
"1010015","United Kingdom","Male","Android","Control","0","0.00"
"1010016","Brazil","Male","iOS","Control","0","0.00"
"1010017","Mexico","Female","Android","Treatment","0","0.00"
"1010018","USA","","Android","Control","0","0.00"
"1010019","USA","Male","Android","Control","0","0.00"
"1010020","Spain","Female","Android","Control","0","0.00"
"1010021","Canada","Male","Android","Treatment","0","0.00"
"1010022","France","Male","Android","Control","0","0.00"
"1010023","USA","Female","Android","Control","0","0.00"
"1010024","Mexico","Female","Android","Control","0","0.00"
"1010025","USA","Male","Android","Control","0","0.00"
"1010026","Turkey","Male","Android","Treatment","0","0.00"
"1010027","Canada","","Android","Control","0","0.00"
"1010028","Mexico","Male","Android","Control","0","0.00"
"1010029","Brazil","Male","Android","Treatment","0","0.00"
"1010030","United Kingdom","Female","Android","Treatment","0","0.00"
"1010031","Turkey","Female","iOS","Control","0","0.00"
"1010032","Brazil","Male","Android","Control","0","0.00"
"1010033","USA","Female","iOS","Control","0","0.00"
"1010034","United Kingdom","Female","Android","Treatment","0","0.00"
"1010035","Germany","Female","iOS","Control","0","0.00"
"1010036","USA","Other","Android","Control","0","0.00"
"1010037","USA","Female","Android","Treatment","0","0.00"
"1010038","Brazil","Male","Android","Control","0","0.00"
"1010040","Brazil","Female","iOS","Control","0","0.00"
"1010041","Canada","Female","Android","Treatment","0","0.00"
"1010042","USA","Female","Android","Control","0","0.00"
"1010043","Mexico","Male","Android","Control","0","0.00"
"1010044","USA","Female","Android","Treatment","0","0.00"
"1010045","USA","","iOS","Treatment","0","0.00"
"1010046","Spain","Female","Android","Control","0","0.00"
"1010047","Germany","Male","Android","Control","0","0.00"
"1010048","Canada","Male","iOS","Treatment","0","0.00"
"1010049","Germany","Male","iOS","Control","0","0.00"
"1010050","Mexico","","Android","Control","0","0.00"
"1010051","Turkey","Male","Android","Treatment","0","0.00"
"1010052","Brazil","Female","iOS","Treatment","0","0.00"
"1010053","United Kingdom","Male","Android","Treatment","0","0.00"
"1010054","Mexico","","Android","Treatment","0","0.00"
"1010055","United Kingdom","Male","iOS","Control","0","0.00"
"1010058","Turkey","","iOS","Treatment","0","0.00"
"1010059","Brazil","","Android","Control","0","0.00"
"1010060","USA","Male","iOS","Treatment","0","0.00"
"1010061","United Kingdom","Female","iOS","Control","0","0.00"
"1010062","Germany","Female","iOS","Control","0","0.00"
"1010064","Australia","Female","iOS","Control","0","0.00"
"1010065","Mexico","Female","Android","Control","0","0.00"
"1010066","Brazil","Male","Android","Control","0","0.00"
"1010067","USA","Female","Android","Control","0","0.00"
"1010068","Germany","Female","Android","Treatment","0","0.00"
"1010069","Mexico","Male","Android","Control","0","0.00"
"1010070","Mexico","","Android","Treatment","0","0.00"
"1010071","Germany","Female","Android","Treatment","0","0.00"
"1010072","Turkey","Male","iOS","Treatment","0","0.00"
"1010073","USA","Female","Android","Control","0","0.00"
"1010074","France","","iOS","Treatment","0","0.00"
"1010075","Germany","Male","Android","Treatment","0","0.00"
"1010076","Spain","Male","iOS","Control","0","0.00"
"1010077","Turkey","Male","Android","Treatment","0","0.00"
"1010078","Mexico","Male","iOS","Control","0","0.00"
"1010079","Canada","Male","Android","Control","0","0.00"
"1010080","Mexico","","Android","Treatment","0","0.00"
"1010081","USA","Male","Android","Control","0","0.00"
"1010082","USA","Male","iOS","Treatment","0","0.00"
"1010083","USA","","Android","Treatment","0","0.00"
"1010084","Brazil","Male","Android","Treatment","0","0.00"
"1010085","Mexico","","Android","Treatment","0","0.00"
"1010086","Australia","Female","Android","Control","0","0.00"
"1010087","Turkey","","iOS","Control","0","0.00"
"1010088","Mexico","Female","Android","Control","0","0.00"
"1010089","France","Female","iOS","Treatment","0","0.00"
"1010090","USA","Male","Android","Control","0","0.00"
"1010092","Mexico","Male","iOS","Control","0","0.00"
"1010093","USA","Male","Android","Control","0","0.00"
"1010094","Brazil","Female","Android","Control","0","0.00"
"1010095","Turkey","Male","Android","Control","0","0.00"
"1010096","USA","","","Control","0","0.00"
"1010097","Mexico","Male","iOS","Control","0","0.00"
"1010098","","Female","Android","Treatment","0","0.00"
"1010099","Spain","Other","Android","Treatment","0","0.00"
"1010100","Turkey","Female","Android","Control","0","0.00"
"1010101","Canada","Male","Android","Treatment","0","0.00"
"1010102","USA","Female","Android","Treatment","0","0.00"
"1010103","Mexico","Male","Android","Treatment","0","0.00"
"1010104","USA","Female","Android","Treatment","0","0.00"
"1010105","Mexico","Male","iOS","Control","0","0.00"
"1010106","France","Male","iOS","Treatment","0","0.00"
"1010107","USA","","Android","Treatment","0","0.00"
"1010108","Canada","Male","Android","Treatment","0","0.00"
"1010109","France","Male","iOS","Treatment","0","0.00"
"1010110","Brazil","","iOS","Treatment","0","0.00"
"1010111","Brazil","Female","iOS","Control","0","0.00"
"1010112","USA","Female","iOS","Control","0","0.00"
"1010113","Brazil","Female","Android","Treatment","0","0.00"
"1010114","Brazil","Male","Android","Treatment","0","0.00"
"1010115","USA","Female","iOS","Control","0","0.00"
"1010116","Spain","","iOS","Treatment","0","0.00"
"1010117","Mexico","Female","iOS","Control","0","0.00"
"1010118","France","Female","iOS","Control","0","0.00"
"1010119","Germany","Male","Android","Control","0","0.00"
"1010120","Spain","Female","Android","Treatment","0","0.00"
"1010121","USA","Male","Android","Treatment","0","0.00"
"1010122","Mexico","Female","Android","Control","0","0.00"
"1010123","Brazil","Female","Android","Control","0","0.00"
"1010124","Brazil","","Android","Control","0","0.00"
"1010125","Spain","Male","iOS","Control","0","0.00"
"1010126","USA","Female","iOS","Control","0","0.00"
"1010127","USA","Male","iOS","Treatment","0","0.00"
"1010128","Germany","Male","Android","Control","0","0.00"
"1010129","United Kingdom","","Android","Treatment","0","0.00"
"1010130","Canada","Female","Android","Control","0","0.00"
"1010131","Turkey","Male","Android","Treatment","0","0.00"
"1010132","United Kingdom","Female","Android","Control","0","0.00"
"1010133","Australia","","iOS","Control","0","0.00"
"1010134","Brazil","Male","iOS","Treatment","0","0.00"
"1010135","Brazil","Female","iOS","Treatment","0","0.00"
"1010136","Brazil","Female","Android","Control","0","0.00"
"1010137","Turkey","Male","iOS","Treatment","0","0.00"
"1010138","Mexico","Male","iOS","Control","0","0.00"
"1010139","Spain","Male","Android","Control","0","0.00"
"1010140","USA","Female","Android","Control","0","0.00"
"1010141","Spain","Female","iOS","Treatment","0","0.00"
"1010142","Brazil","Male","Android","Control","0","0.00"
"1010143","Turkey","Male","Android","Treatment","0","0.00"
"1010144","Brazil","Female","Android","Treatment","0","0.00"
"1010145","USA","Male","Android","Control","0","0.00"
"1010146","France","Male","Android","Treatment","0","0.00"
"1010147","France","Male","Android","Treatment","0","0.00"
"1010148","United Kingdom","Male","Android","Control","0","0.00"
"1010149","USA","Female","Android","Treatment","0","0.00"
"1010150","Germany","Female","iOS","Control","0","0.00"
"1010151","USA","Male","Android","Treatment","0","0.00"
"1010152","Mexico","Female","iOS","Treatment","0","0.00"
"1010153","Australia","Female","Android","Control","0","0.00"
"1010154","","Female","Android","Control","0","0.00"
"1010156","USA","Male","iOS","Control","0","0.00"
"1010157","Brazil","Male","Android","Control","0","0.00"
"1010158","","Male","Android","Control","0","0.00"
"1010159","Brazil","","Android","Treatment","0","0.00"
"1010160","Mexico","","Android","Treatment","0","0.00"
"1010161","Mexico","Female","iOS","Treatment","0","0.00"
"1010162","USA","Male","Android","Treatment","0","0.00"
"1010163","USA","Female","Android","Treatment","0","0.00"
"1010164","USA","","Android","Control","0","0.00"
"1010165","Germany","Male","Android","Treatment","0","0.00"
"1010166","Mexico","Other","Android","Treatment","0","0.00"
"1010167","Mexico","Other","","Control","0","0.00"
"1010168","Spain","Female","Android","Treatment","0","0.00"
"1010169","USA","Male","Android","Control","0","0.00"
"1010170","USA","Male","Android","Treatment","0","0.00"
"1010171","Brazil","Male","Android","Treatment","0","0.00"
"1010172","United Kingdom","Female","Android","Control","0","0.00"
"1010173","Brazil","","iOS","Control","0","0.00"
"1010174","USA","Male","Android","Treatment","0","0.00"
"1010175","Germany","","iOS","Control","0","0.00"
"1010176","Brazil","Female","iOS","Treatment","0","0.00"
"1010177","Spain","Male","Android","Control","0","0.00"
"1010178","Spain","Male","Android","Treatment","0","0.00"
"1010179","USA","Female","iOS","Treatment","0","0.00"
"1010180","Canada","Female","Android","Control","0","0.00"
"1010181","USA","Female","Android","Control","0","0.00"
"1010182","United Kingdom","Male","Android","Treatment","0","0.00"
"1010184","Australia","Male","Android","Control","0","0.00"
"1010185","USA","","iOS","Treatment","0","0.00"
"1010186","USA","Female","iOS","Treatment","0","0.00"
"1010187","Turkey","Male","Android","Treatment","0","0.00"
"1010188","","Female","Android","Treatment","0","0.00"
"1010189","Mexico","Male","Android","Treatment","0","0.00"
"1010190","USA","Female","iOS","Control","0","0.00"
"1010191","USA","Female","","Treatment","0","0.00"
"1010192","Germany","Female","iOS","Treatment","0","0.00"
"1010193","USA","Male","Android","Treatment","0","0.00"
"1010194","Australia","Male","Android","Treatment","0","0.00"
"1010195","France","Female","Android","Control","0","0.00"
"1010196","USA","Male","Android","Treatment","0","0.00"
"1010197","Brazil","Male","iOS","Control","0","0.00"
"1010198","Mexico","Male","Android","Treatment","0","0.00"
"1010199","Brazil","Male","iOS","Control","0","0.00"
"1010200","Canada","Female","Android","Treatment","0","0.00"
"1010201","USA","Male","Android","Control","0","0.00"
"1010202","Canada","","Android","Treatment","0","0.00"
"1010203","Germany","","iOS","Control","0","0.00"
"1010204","Germany","Male","Android","Treatment","0","0.00"
"1010205","Mexico","Other","iOS","Treatment","0","0.00"
"1010206","USA","Male","Android","Treatment","0","0.00"
"1010207","USA","Female","Android","Treatment","0","0.00"
"1010208","","Male","Android","Treatment","0","0.00"
"1010209","United Kingdom","","Android","Treatment","0","0.00"
"1010210","Brazil","Male","Android","Treatment","0","0.00"
"1010211","USA","Male","iOS","Control","0","0.00"
"1010212","United Kingdom","Male","iOS","Control","0","0.00"
"1010213","USA","Male","Android","Control","0","0.00"
"1010214","Canada","","Android","Treatment","0","0.00"
"1010215","USA","Female","iOS","Treatment","0","0.00"
"1010216","Germany","Male","Android","Treatment","0","0.00"
"1010217","USA","Male","Android","Control","0","0.00"
"1010218","Germany","Female","Android","Treatment","0","0.00"
"1010219","Brazil","","Android","Treatment","0","0.00"
"1010220","Turkey","Female","Android","Control","0","0.00"
"1010221","Spain","Female","Android","Control","0","0.00"
"1010222","USA","Female","iOS","Control","0","0.00"
"1010223","Spain","Female","Android","Treatment","0","0.00"
"1010224","Germany","Male","iOS","Treatment","0","0.00"
"1010225","Germany","","iOS","Treatment","0","0.00"
"1010226","United Kingdom","Male","Android","Control","0","0.00"
"1010227","Brazil","Male","Android","Control","0","0.00"
"1010228","Germany","Male","Android","Treatment","0","0.00"
"1010229","France","Female","iOS","Treatment","0","0.00"
"1010230","USA","Male","iOS","Treatment","0","0.00"
"1010231","USA","Female","Android","Treatment","0","0.00"
"1010232","Mexico","Male","iOS","Control","0","0.00"
"1010233","Brazil","Female","Android","Treatment","0","0.00"
"1010234","Mexico","Male","Android","Treatment","0","0.00"
"1010235","Turkey","Male","Android","Treatment","0","0.00"
"1010236","USA","Other","Android","Control","0","0.00"
"1010237","France","Male","iOS","Control","0","0.00"
"1010238","USA","Male","Android","Control","0","0.00"
"1010239","France","Male","Android","Treatment","0","0.00"
"1010240","","Male","Android","Treatment","0","0.00"
"1010241","USA","Male","iOS","Control","0","0.00"
"1010242","USA","Male","Android","Control","0","0.00"
"1010243","Germany","Female","iOS","Control","0","0.00"
"1010244","Canada","","Android","Control","0","0.00"
"1010245","Brazil","","Android","Treatment","0","0.00"
"1010246","Germany","","Android","Treatment","0","0.00"
"1010247","Spain","Female","Android","Control","0","0.00"
"1010248","Mexico","Female","Android","Control","0","0.00"
"1010249","Turkey","Female","Android","Treatment","0","0.00"
"1010250","Turkey","Male","Android","Control","0","0.00"
"1010251","Germany","Female","Android","Control","0","0.00"
"1010252","USA","Male","iOS","Treatment","0","0.00"
"1010253","","","Android","Control","0","0.00"
"1010254","Spain","Male","Android","Treatment","0","0.00"
"1010255","Mexico","Female","Android","Control","0","0.00"
"1010256","France","","Android","Control","0","0.00"
"1010257","Brazil","Female","Android","Treatment","0","0.00"
"1010258","USA","Female","iOS","Treatment","0","0.00"
"1010260","Mexico","Female","iOS","Treatment","0","0.00"
"1010261","USA","Male","Android","Control","0","0.00"
"1010262","Germany","Female","Android","Treatment","0","0.00"
"1010263","Germany","Male","Android","Control","0","0.00"
"1010264","USA","Male","iOS","Treatment","0","0.00"
"1010265","Brazil","Female","Android","Control","0","0.00"
"1010266","Germany","Female","Android","Control","0","0.00"
"1010267","Germany","Female","iOS","Treatment","0","0.00"
"1010268","Mexico","Male","Android","Control","0","0.00"
"1010269","Germany","Female","iOS","Treatment","0","0.00"
"1010270","United Kingdom","Male","Android","Treatment","0","0.00"
"1010271","USA","Female","iOS","Control","0","0.00"
"1010272","Germany","Male","iOS","Control","0","0.00"
"1010273","Mexico","Female","Android","Treatment","0","0.00"
"1010274","USA","Male","Android","Control","0","0.00"
"1010275","Mexico","","Android","Treatment","0","0.00"
"1010276","United Kingdom","","Android","Control","0","0.00"
"1010277","France","","Android","Control","0","0.00"
"1010278","Canada","Male","iOS","Control","0","0.00"
"1010279","USA","Female","iOS","Control","0","0.00"
"1010280","France","Female","Android","Control","0","0.00"
"1010281","USA","Female","Android","Control","0","0.00"
"1010282","Australia","","Android","Control","0","0.00"
"1010283","USA","Female","Android","Control","0","0.00"
"1010284","Brazil","Male","iOS","Control","0","0.00"
"1010285","Mexico","Female","iOS","Treatment","0","0.00"
"1010286","France","","Android","Control","0","0.00"
"1010287","Brazil","Male","iOS","Control","0","0.00"
"1010288","Canada","Female","Android","Treatment","0","0.00"
"1010289","Spain","Male","Android","Control","0","0.00"
"1010290","USA","Male","Android","Treatment","0","0.00"
"1010291","USA","Female","Android","Control","0","0.00"
"1010293","Spain","Female","Android","Treatment","0","0.00"
"1010294","France","Female","Android","Treatment","0","0.00"
"1010295","Germany","Male","Android","Control","0","0.00"
"1010296","United Kingdom","Male","Android","Treatment","0","0.00"
"1010297","France","Female","Android","Control","0","0.00"
"1010298","Germany","Male","Android","Treatment","0","0.00"
"1010299","USA","Male","Android","Treatment","0","0.00"
"1010300","Brazil","Other","Android","Control","0","0.00"
"1010301","USA","Male","Android","Treatment","0","0.00"
"1010302","Germany","Female","iOS","Control","0","0.00"
"1010304","USA","Female","iOS","Treatment","0","0.00"
"1010305","USA","Female","Android","Treatment","0","0.00"
"1010306","Turkey","Female","iOS","Control","0","0.00"
"1010307","USA","Male","iOS","Control","0","0.00"
"1010308","Brazil","Male","Android","Control","0","0.00"
"1010309","Brazil","Male","iOS","Control","0","0.00"
"1010310","Canada","","Android","Control","0","0.00"
"1010311","Brazil","Female","iOS","Control","0","0.00"
"1010312","Canada","Female","iOS","Treatment","0","0.00"
"1010313","Turkey","Male","Android","Treatment","0","0.00"
"1010314","USA","Male","iOS","Control","0","0.00"
"1010315","Brazil","Female","Android","Treatment","0","0.00"
"1010316","Turkey","Female","iOS","Treatment","0","0.00"
"1010317","United Kingdom","Female","Android","Control","0","0.00"
"1010318","USA","Female","Android","Control","0","0.00"
"1010319","Brazil","","iOS","Control","0","0.00"
"1010320","USA","Female","Android","Control","0","0.00"
"1010321","Canada","Male","iOS","Treatment","0","0.00"
"1010322","USA","Male","Android","Treatment","0","0.00"
"1010323","USA","Male","iOS","Treatment","0","0.00"
"1010324","Mexico","Female","Android","Control","0","0.00"
"1010325","Brazil","Female","Android","Treatment","0","0.00"
"1010326","Germany","","Android","Control","0","0.00"
"1010327","Turkey","Female","Android","Control","0","0.00"
"1010328","USA","Male","iOS","Control","0","0.00"
"1010329","United Kingdom","Female","iOS","Control","0","0.00"
"1010331","Germany","Male","","Treatment","0","0.00"
"1010332","Brazil","Female","iOS","Treatment","0","0.00"
"1010333","Mexico","Female","Android","Control","0","0.00"
"1010334","Germany","Male","Android","Control","0","0.00"
"1010335","USA","","Android","Treatment","0","0.00"
"1010336","USA","","Android","Control","0","0.00"
"1010337","USA","Female","iOS","Treatment","0","0.00"
"1010338","","Female","Android","Treatment","0","0.00"
"1010339","Canada","Male","Android","Control","0","0.00"
"1010340","USA","Female","Android","Treatment","0","0.00"
"1010341","Brazil","Female","Android","Control","0","0.00"
"1010342","USA","Male","Android","Treatment","0","0.00"
"1010343","USA","Female","Android","Treatment","0","0.00"
"1010344","Brazil","Female","Android","Treatment","0","0.00"
"1010345","Brazil","Female","iOS","Control","0","0.00"
"1010346","Spain","Male","iOS","Treatment","0","0.00"
"1010348","Brazil","Female","iOS","Control","0","0.00"
"1010349","France","Male","Android","Control","0","0.00"
"1010350","Turkey","Male","Android","Control","0","0.00"
"1010351","Brazil","Male","iOS","Control","0","0.00"
"1010352","USA","Male","Android","Treatment","0","0.00"
"1010353","USA","Female","Android","Treatment","0","0.00"
"1010354","Brazil","Male","iOS","Treatment","0","0.00"
"1010355","USA","Male","Android","Treatment","0","0.00"
"1010356","Germany","Female","iOS","Control","0","0.00"
"1010357","Brazil","Male","iOS","Treatment","0","0.00"
"1010358","Turkey","Male","iOS","Treatment","0","0.00"
"1010359","USA","Female","Android","Treatment","0","0.00"
"1010360","France","Male","Android","Treatment","0","0.00"
"1010361","Mexico","Male","Android","Control","0","0.00"
"1010362","Spain","Male","Android","Treatment","0","0.00"
"1010363","Mexico","Female","Android","Control","0","0.00"
"1010364","USA","Male","Android","Treatment","0","0.00"
"1010365","Spain","Male","iOS","Treatment","0","0.00"
"1010366","Brazil","Male","Android","Treatment","0","0.00"
"1010367","USA","Female","Android","Treatment","0","0.00"
"1010368","Mexico","Male","Android","Control","0","0.00"
"1010370","Brazil","Male","Android","Treatment","0","0.00"
"1010371","Brazil","Female","Android","Treatment","0","0.00"
"1010372","Brazil","Female","Android","Treatment","0","0.00"
"1010373","France","Female","Android","Treatment","0","0.00"
"1010374","Brazil","Female","iOS","Treatment","0","0.00"
"1010375","USA","Female","Android","Control","0","0.00"
"1010376","Mexico","Female","iOS","Control","0","0.00"
"1010377","Australia","Female","Android","Treatment","0","0.00"
"1010378","USA","Male","Android","Treatment","0","0.00"
"1010379","Turkey","Female","Android","Treatment","0","0.00"
"1010380","Canada","","iOS","Treatment","0","0.00"
"1010381","USA","","Android","Treatment","0","0.00"
"1010382","USA","Female","Android","Treatment","0","0.00"
