"user_id","test_group","join_date","purchase_date","converted","total_spent"
"1011092","B","2023-01-25","","0","0.00"
"1011093","B","2023-01-26","","0","0.00"
"1011094","A","2023-01-25","","0","0.00"
"1011095","A","2023-01-25","","0","0.00"
"1011096","B","2023-01-26","","0","0.00"
"1011097","A","2023-02-03","","0","0.00"
"1011098","A","2023-01-26","","0","0.00"
"1011100","A","2023-02-03","","0","0.00"
"1011101","A","2023-01-29","","0","0.00"
"1011102","B","2023-01-28","","0","0.00"
"1011103","A","2023-01-28","","0","0.00"
"1011104","B","2023-02-01","","0","0.00"
"1011105","A","2023-01-26","","0","0.00"
"1011106","B","2023-01-25","","0","0.00"
"1011107","B","2023-01-25","","0","0.00"
"1011108","A","2023-01-25","","0","0.00"
"1011109","B","2023-01-25","","0","0.00"
"1011110","B","2023-01-26","","0","0.00"
"1011111","A","2023-01-26","","0","0.00"
"1011112","B","2023-01-25","","0","0.00"
"1011113","A","2023-01-31","","0","0.00"
"1011114","B","2023-01-28","","0","0.00"
"1011115","A","2023-01-25","","0","0.00"
"1011116","B","2023-01-25","","0","0.00"
"1011117","A","2023-01-26","","0","0.00"
"1011118","B","2023-01-26","","0","0.00"
"1011119","B","2023-01-27","","0","0.00"
"1011120","B","2023-01-27","","0","0.00"
"1011121","B","2023-01-28","","0","0.00"
"1011122","B","2023-01-25","","0","0.00"
"1011125","B","2023-01-28","","0","0.00"
"1011126","A","2023-01-30","","0","0.00"
"1011127","B","2023-01-26","","0","0.00"
"1011128","A","2023-01-26","","0","0.00"
"1011129","B","2023-01-25","","0","0.00"
"1011130","A","2023-01-26","","0","0.00"
"1011131","A","2023-02-02","","0","0.00"
"1011132","A","2023-01-29","","0","0.00"
"1011133","B","2023-01-29","","0","0.00"
"1011134","A","2023-01-30","","0","0.00"
"1011135","A","2023-02-02","","0","0.00"
"1011136","A","2023-01-26","","0","0.00"
"1011137","A","2023-01-26","","0","0.00"
"1011138","B","2023-01-25","","0","0.00"
"1011139","B","2023-01-26","","0","0.00"
"1011141","A","2023-01-25","","0","0.00"
"1011142","B","2023-01-25","","0","0.00"
"1011143","B","2023-01-31","","0","0.00"
"1011144","A","2023-01-25","","0","0.00"
"1011145","B","2023-01-27","","0","0.00"
"1011146","A","2023-02-01","","0","0.00"
"1011147","A","2023-01-25","","0","0.00"
"1011149","B","2023-02-05","","0","0.00"
"1011150","B","2023-01-26","","0","0.00"
"1011151","A","2023-01-29","","0","0.00"
"1011152","B","2023-01-25","","0","0.00"
"1011153","B","2023-01-25","","0","0.00"
"1011154","A","2023-01-30","","0","0.00"
"1011155","B","2023-01-31","","0","0.00"
"1011156","A","2023-01-26","","0","0.00"
"1011157","B","2023-01-26","","0","0.00"
"1011158","B","2023-01-26","","0","0.00"
"1011160","A","2023-01-26","","0","0.00"
"1011161","B","2023-01-26","","0","0.00"
"1011162","B","2023-01-29","","0","0.00"
"1011163","B","2023-01-28","","0","0.00"
"1011164","B","2023-01-27","","0","0.00"
"1011165","B","2023-01-26","","0","0.00"
"1011166","A","2023-01-28","","0","0.00"
"1011167","A","2023-01-25","","0","0.00"
"1011168","A","2023-01-25","","0","0.00"
"1011170","B","2023-01-25","","0","0.00"
"1011171","B","2023-01-25","","0","0.00"
"1011172","B","2023-01-31","","0","0.00"
"1011173","A","2023-01-27","","0","0.00"
"1011174","A","2023-01-25","","0","0.00"
"1011175","A","2023-01-26","","0","0.00"
"1011176","A","2023-01-30","","0","0.00"
"1011177","A","2023-01-27","","0","0.00"
"1011178","B","2023-01-26","","0","0.00"
"1011179","A","2023-01-25","","0","0.00"
"1011180","A","2023-01-26","","0","0.00"
"1011181","A","2023-02-04","","0","0.00"
"1011182","B","2023-01-29","","0","0.00"
"1011183","A","2023-01-25","","0","0.00"
"1011184","B","2023-01-28","","0","0.00"
"1011185","A","2023-01-26","","0","0.00"
"1011186","A","2023-01-28","","0","0.00"
"1011187","B","2023-01-29","","0","0.00"
"1011189","A","2023-01-26","","0","0.00"
"1011190","B","2023-01-28","","0","0.00"
"1011191","A","2023-02-04","","0","0.00"
"1011192","B","2023-01-26","","0","0.00"
"1011193","B","2023-01-26","","0","0.00"
"1011194","A","2023-02-01","","0","0.00"
"1011195","B","2023-01-28","","0","0.00"
"1011196","B","2023-02-04","","0","0.00"
"1011197","A","2023-02-01","","0","0.00"
"1011198","A","2023-01-27","","0","0.00"
"1011199","A","2023-01-27","","0","0.00"
"1011200","B","2023-01-26","","0","0.00"
"1011201","A","2023-02-04","","0","0.00"
"1011202","A","2023-01-25","","0","0.00"
"1011203","B","2023-01-29","","0","0.00"
"1011204","B","2023-01-26","","0","0.00"
"1011205","B","2023-02-04","","0","0.00"
"1011206","A","2023-01-25","","0","0.00"
"1011207","B","2023-01-26","","0","0.00"
"1011208","A","2023-01-28","","0","0.00"
"1011209","B","2023-01-30","","0","0.00"
"1011211","B","2023-02-06","","0","0.00"
"1011212","B","2023-02-02","","0","0.00"
"1011213","A","2023-01-26","","0","0.00"
"1011214","A","2023-02-04","","0","0.00"
"1011215","A","2023-01-25","","0","0.00"
"1011216","B","2023-01-25","","0","0.00"
"1011217","A","2023-01-25","","0","0.00"
"1011218","A","2023-01-25","","0","0.00"
"1011219","B","2023-01-30","","0","0.00"
"1011220","A","2023-01-25","","0","0.00"
"1011221","A","2023-01-31","","0","0.00"
"1011222","A","2023-01-29","","0","0.00"
"1011223","A","2023-01-27","","0","0.00"
"1011225","B","2023-02-02","","0","0.00"
"1011226","B","2023-01-26","","0","0.00"
"1011228","B","2023-02-05","","0","0.00"
"1011229","A","2023-01-26","","0","0.00"
"1011230","A","2023-01-25","","0","0.00"
"1011231","B","2023-01-29","","0","0.00"
"1011232","A","2023-01-27","","0","0.00"
"1011234","B","2023-01-28","","0","0.00"
"1011235","A","2023-02-06","","0","0.00"
"1011236","A","2023-01-26","","0","0.00"
"1011237","A","2023-02-06","","0","0.00"
"1011238","B","2023-01-25","","0","0.00"
"1011239","A","2023-02-01","","0","0.00"
"1011240","A","2023-01-26","","0","0.00"
"1011241","A","2023-01-26","","0","0.00"
"1011242","B","2023-01-27","","0","0.00"
"1011243","B","2023-01-29","","0","0.00"
"1011244","A","2023-01-25","","0","0.00"
"1011245","B","2023-01-25","","0","0.00"
"1011246","A","2023-01-30","","0","0.00"
"1011247","A","2023-01-29","","0","0.00"
"1011248","A","2023-02-03","","0","0.00"
"1011249","A","2023-01-27","","0","0.00"
"1011250","B","2023-01-27","","0","0.00"
"1011251","B","2023-02-01","","0","0.00"
"1011252","A","2023-01-25","","0","0.00"
"1011253","B","2023-01-27","","0","0.00"
"1011254","A","2023-01-27","","0","0.00"
"1011255","A","2023-01-25","","0","0.00"
"1011256","B","2023-01-26","","0","0.00"
"1011257","A","2023-01-26","","0","0.00"
"1011258","B","2023-02-02","","0","0.00"
"1011259","B","2023-01-25","","0","0.00"
"1011260","A","2023-02-01","","0","0.00"
"1011261","A","2023-01-25","","0","0.00"
"1011262","A","2023-01-26","","0","0.00"
"1011263","A","2023-02-01","","0","0.00"
"1011264","A","2023-01-30","","0","0.00"
"1011265","A","2023-01-26","","0","0.00"
"1011266","A","2023-01-25","","0","0.00"
"1011267","A","2023-01-26","","0","0.00"
"1011268","B","2023-01-29","","0","0.00"
"1011269","B","2023-01-26","","0","0.00"
"1011270","B","2023-01-25","","0","0.00"
"1011271","B","2023-01-26","","0","0.00"
"1011272","A","2023-01-30","","0","0.00"
"1011273","B","2023-01-28","","0","0.00"
"1011274","B","2023-01-29","","0","0.00"
"1011275","A","2023-01-27","","0","0.00"
"1011276","B","2023-02-03","","0","0.00"
"1011277","A","2023-01-28","","0","0.00"
"1011278","A","2023-01-29","","0","0.00"
"1011279","B","2023-01-27","","0","0.00"
"1011280","A","2023-01-26","","0","0.00"
"1011281","A","2023-01-26","","0","0.00"
"1011282","A","2023-01-26","","0","0.00"
"1011283","A","2023-01-26","","0","0.00"
"1011284","B","2023-02-01","","0","0.00"
"1011285","A","2023-02-01","","0","0.00"
"1011287","B","2023-01-26","","0","0.00"
"1011288","A","2023-01-26","","0","0.00"
"1011289","B","2023-02-04","","0","0.00"
"1011290","A","2023-01-25","","0","0.00"
"1011291","B","2023-01-27","","0","0.00"
"1011292","B","2023-02-05","","0","0.00"
"1011293","A","2023-01-28","","0","0.00"
"1011294","A","2023-02-04","","0","0.00"
"1011295","B","2023-01-26","","0","0.00"
"1011296","B","2023-01-26","","0","0.00"
"1011297","B","2023-02-05","","0","0.00"
"1011299","A","2023-01-25","","0","0.00"
"1011300","B","2023-02-02","","0","0.00"
"1011301","B","2023-02-04","","0","0.00"
"1011302","A","2023-01-25","","0","0.00"
"1011303","B","2023-01-25","","0","0.00"
"1011304","B","2023-02-04","","0","0.00"
"1011305","A","2023-01-26","","0","0.00"
"1011306","B","2023-02-04","","0","0.00"
"1011307","A","2023-02-05","","0","0.00"
"1011308","A","2023-01-26","","0","0.00"
"1011309","A","2023-01-25","","0","0.00"
"1011310","A","2023-01-25","","0","0.00"
"1011311","B","2023-02-02","","0","0.00"
"1011312","A","2023-01-28","","0","0.00"
"1011313","B","2023-02-06","","0","0.00"
"1011314","B","2023-01-25","","0","0.00"
"1011315","A","2023-01-26","","0","0.00"
"1011316","B","2023-01-26","","0","0.00"
"1011317","B","2023-01-25","","0","0.00"
"1011318","A","2023-02-04","","0","0.00"
"1011319","A","2023-01-28","","0","0.00"
"1011320","A","2023-01-29","","0","0.00"
"1011321","A","2023-01-27","","0","0.00"
"1011322","B","2023-01-29","","0","0.00"
"1011323","A","2023-01-26","","0","0.00"
"1011324","A","2023-01-25","","0","0.00"
"1011325","B","2023-01-26","","0","0.00"
"1011326","A","2023-01-31","","0","0.00"
"1011327","B","2023-01-25","","0","0.00"
"1011328","B","2023-01-26","","0","0.00"
"1011329","B","2023-02-01","","0","0.00"
"1011330","B","2023-01-26","","0","0.00"
"1011331","B","2023-01-31","","0","0.00"
"1011332","B","2023-01-27","","0","0.00"
"1011333","B","2023-02-04","","0","0.00"
"1011334","A","2023-02-04","","0","0.00"
"1011335","B","2023-01-25","","0","0.00"
"1011336","B","2023-01-31","","0","0.00"
"1011337","A","2023-01-26","","0","0.00"
"1011338","B","2023-01-28","","0","0.00"
"1011340","B","2023-02-02","","0","0.00"
"1011341","B","2023-01-29","","0","0.00"
"1011342","A","2023-01-25","","0","0.00"
"1011343","A","2023-01-25","","0","0.00"
"1011344","A","2023-01-25","","0","0.00"
"1011345","B","2023-01-31","","0","0.00"
"1011346","A","2023-01-25","","0","0.00"
"1011347","B","2023-01-25","","0","0.00"
"1011348","A","2023-01-27","","0","0.00"
"1011349","B","2023-01-25","","0","0.00"
"1011350","B","2023-01-25","","0","0.00"
"1011351","B","2023-01-26","","0","0.00"
"1011352","A","2023-01-26","","0","0.00"
"1011353","B","2023-01-30","","0","0.00"
"1011354","B","2023-02-02","","0","0.00"
"1011355","B","2023-01-26","","0","0.00"
"1011356","A","2023-01-26","","0","0.00"
"1011357","A","2023-01-26","","0","0.00"
"1011358","B","2023-02-01","","0","0.00"
"1011359","B","2023-02-02","","0","0.00"
"1011360","B","2023-01-29","","0","0.00"
"1011361","B","2023-02-01","","0","0.00"
"1011362","A","2023-01-26","","0","0.00"
"1011363","A","2023-01-27","","0","0.00"
"1011364","B","2023-01-25","","0","0.00"
"1011365","A","2023-01-28","","0","0.00"
"1011366","A","2023-01-25","","0","0.00"
"1011367","B","2023-02-04","","0","0.00"
"1011368","B","2023-01-25","","0","0.00"
"1011369","B","2023-01-27","","0","0.00"
"1011370","A","2023-02-02","","0","0.00"
"1011372","A","2023-02-06","","0","0.00"
"1011374","A","2023-01-26","","0","0.00"
"1011375","B","2023-01-26","","0","0.00"
"1011376","B","2023-02-06","","0","0.00"
"1011377","B","2023-01-27","","0","0.00"
"1011378","B","2023-01-28","","0","0.00"
"1011379","B","2023-01-28","","0","0.00"
"1011380","B","2023-01-31","","0","0.00"
"1011381","B","2023-01-25","","0","0.00"
"1011382","A","2023-01-28","","0","0.00"
"1011383","B","2023-01-25","","0","0.00"
"1011384","B","2023-01-25","","0","0.00"
"1011385","A","2023-01-25","","0","0.00"
"1011386","B","2023-02-06","","0","0.00"
"1011387","A","2023-01-25","","0","0.00"
"1011388","B","2023-01-29","","0","0.00"
"1011389","A","2023-01-29","","0","0.00"
"1011390","A","2023-01-26","","0","0.00"
"1011391","B","2023-01-28","","0","0.00"
"1011392","B","2023-01-25","","0","0.00"
"1011393","B","2023-01-29","","0","0.00"
"1011394","B","2023-01-25","","0","0.00"
"1011395","B","2023-01-29","","0","0.00"
"1011396","B","2023-02-03","","0","0.00"
"1011397","B","2023-01-25","","0","0.00"
"1011398","A","2023-01-25","","0","0.00"
"1011399","B","2023-02-05","","0","0.00"
"1011400","A","2023-02-04","","0","0.00"
"1011401","B","2023-01-29","","0","0.00"
"1011402","A","2023-01-25","","0","0.00"
"1011403","B","2023-02-03","","0","0.00"
"1011404","B","2023-01-30","","0","0.00"
"1011405","A","2023-01-31","","0","0.00"
"1011406","A","2023-02-04","","0","0.00"
"1011407","A","2023-01-26","","0","0.00"
"1011408","A","2023-01-26","","0","0.00"
"1011409","A","2023-02-02","","0","0.00"
"1011410","A","2023-01-27","","0","0.00"
"1011411","A","2023-01-26","","0","0.00"
"1011412","B","2023-01-26","","0","0.00"
"1011414","B","2023-01-27","","0","0.00"
"1011415","B","2023-01-27","","0","0.00"
"1011416","B","2023-01-30","","0","0.00"
"1011417","A","2023-01-25","","0","0.00"
"1011419","A","2023-01-26","","0","0.00"
"1011421","B","2023-01-25","","0","0.00"
"1011422","A","2023-01-26","","0","0.00"
"1011423","B","2023-01-25","","0","0.00"
"1011424","B","2023-01-26","","0","0.00"
"1011425","A","2023-01-31","","0","0.00"
"1011426","B","2023-01-28","","0","0.00"
"1011427","B","2023-01-25","","0","0.00"
"1011428","A","2023-02-04","","0","0.00"
"1011429","A","2023-01-26","","0","0.00"
"1011430","B","2023-01-29","","0","0.00"
"1011431","A","2023-02-04","","0","0.00"
"1011432","B","2023-02-03","","0","0.00"
"1011433","A","2023-01-25","","0","0.00"
"1011434","A","2023-01-31","","0","0.00"
"1011435","A","2023-01-28","","0","0.00"
"1011436","B","2023-01-31","","0","0.00"
"1011437","A","2023-02-04","","0","0.00"
"1011438","B","2023-01-29","","0","0.00"
"1011439","A","2023-01-29","","0","0.00"
"1011440","A","2023-01-25","","0","0.00"
"1011441","B","2023-01-30","","0","0.00"
"1011442","A","2023-02-01","","0","0.00"
"1011443","B","2023-01-31","","0","0.00"
"1011444","A","2023-01-27","","0","0.00"
"1011445","A","2023-01-25","","0","0.00"
"1011446","A","2023-01-25","","0","0.00"
"1011447","A","2023-01-27","","0","0.00"
"1011448","A","2023-01-26","","0","0.00"
"1011449","B","2023-02-04","","0","0.00"
"1011450","B","2023-02-01","","0","0.00"
"1011451","A","2023-02-01","","0","0.00"
"1011452","A","2023-02-01","","0","0.00"
"1011454","A","2023-01-27","","0","0.00"
"1011455","A","2023-02-06","","0","0.00"
"1011456","B","2023-01-27","","0","0.00"
"1011457","B","2023-01-26","","0","0.00"
"1011458","B","2023-01-30","","0","0.00"
"1011459","B","2023-01-25","","0","0.00"
"1011460","A","2023-01-25","","0","0.00"
"1011462","B","2023-02-02","","0","0.00"
"1011463","B","2023-01-28","","0","0.00"
"1011464","B","2023-01-29","","0","0.00"
"1011465","B","2023-01-26","","0","0.00"
"1011466","B","2023-01-28","","0","0.00"
"1011468","B","2023-02-02","","0","0.00"
"1011470","B","2023-01-26","","0","0.00"
"1011471","B","2023-01-26","","0","0.00"
"1011472","B","2023-02-05","","0","0.00"
"1011473","A","2023-01-25","","0","0.00"
"1011475","A","2023-01-25","","0","0.00"
"1011476","A","2023-01-31","","0","0.00"
"1011479","A","2023-01-27","","0","0.00"
"1011480","B","2023-02-05","","0","0.00"
"1011481","B","2023-01-25","","0","0.00"
"1011482","A","2023-01-25","","0","0.00"
"1011483","A","2023-01-27","","0","0.00"
"1011484","B","2023-01-26","","0","0.00"
"1011485","B","2023-01-25","","0","0.00"
"1011486","A","2023-01-27","","0","0.00"
"1011487","B","2023-01-31","","0","0.00"
"1011488","B","2023-01-31","","0","0.00"
"1011489","B","2023-01-25","","0","0.00"
"1011490","A","2023-01-25","","0","0.00"
"1011491","A","2023-02-06","","0","0.00"
"1011492","B","2023-02-06","","0","0.00"
"1011493","B","2023-01-28","","0","0.00"
"1011494","A","2023-01-25","","0","0.00"
"1011495","B","2023-01-27","","0","0.00"
"1011496","B","2023-01-26","","0","0.00"
"1011498","A","2023-01-26","","0","0.00"
"1011499","A","2023-01-26","","0","0.00"
"1011500","B","2023-01-25","","0","0.00"
"1011501","A","2023-01-25","","0","0.00"
"1011502","B","2023-01-31","","0","0.00"
"1011503","A","2023-02-02","","0","0.00"
"1011504","A","2023-02-01","","0","0.00"
"1011505","A","2023-01-26","","0","0.00"
"1011506","B","2023-01-25","","0","0.00"
"1011507","B","2023-01-28","","0","0.00"
"1011508","A","2023-01-26","","0","0.00"
"1011509","B","2023-01-25","","0","0.00"
"1011510","A","2023-01-27","","0","0.00"
"1011511","B","2023-02-05","","0","0.00"
"1011512","B","2023-01-27","","0","0.00"
"1011513","B","2023-01-26","","0","0.00"
"1011514","B","2023-01-28","","0","0.00"
"1011515","A","2023-01-25","","0","0.00"
"1011516","B","2023-01-27","","0","0.00"
"1011517","B","2023-01-30","","0","0.00"
"1011518","B","2023-01-25","","0","0.00"
"1011519","B","2023-01-26","","0","0.00"
"1011520","B","2023-01-27","","0","0.00"
"1011521","A","2023-01-25","","0","0.00"
"1011522","A","2023-01-26","","0","0.00"
"1011523","A","2023-01-26","","0","0.00"
"1011524","A","2023-01-27","","0","0.00"
"1011525","B","2023-01-25","","0","0.00"
"1011527","B","2023-01-25","","0","0.00"
"1011528","A","2023-01-29","","0","0.00"
"1011529","A","2023-01-26","","0","0.00"
"1011531","B","2023-02-02","","0","0.00"
"1011532","B","2023-01-27","","0","0.00"
"1011533","B","2023-01-25","","0","0.00"
"1011534","A","2023-02-02","","0","0.00"
"1011535","A","2023-02-03","","0","0.00"
"1011536","B","2023-02-02","","0","0.00"
"1011537","A","2023-01-25","","0","0.00"
"1011538","B","2023-01-28","","0","0.00"
"1011539","A","2023-01-25","","0","0.00"
"1011540","B","2023-01-25","","0","0.00"
"1011541","B","2023-02-05","","0","0.00"
"1011542","A","2023-01-26","","0","0.00"
"1011543","A","2023-01-26","","0","0.00"
"1011544","B","2023-01-26","","0","0.00"
"1011545","A","2023-01-27","","0","0.00"
"1011546","A","2023-01-28","","0","0.00"
"1011547","A","2023-01-29","","0","0.00"
"1011548","B","2023-01-25","","0","0.00"
"1011549","A","2023-01-28","","0","0.00"
"1011550","B","2023-01-27","","0","0.00"
"1011551","B","2023-01-25","","0","0.00"
"1011552","B","2023-01-26","","0","0.00"
"1011553","A","2023-01-28","","0","0.00"
"1011555","B","2023-01-26","","0","0.00"
"1011556","B","2023-01-29","","0","0.00"
"1011557","B","2023-01-26","","0","0.00"
"1011558","A","2023-02-01","","0","0.00"
"1011560","A","2023-01-25","","0","0.00"
"1011561","B","2023-02-04","","0","0.00"
"1011562","B","2023-01-30","","0","0.00"
"1011563","A","2023-01-31","","0","0.00"
"1011564","A","2023-02-01","","0","0.00"
"1011565","B","2023-01-25","","0","0.00"
"1011566","A","2023-01-25","","0","0.00"
"1011567","B","2023-02-06","","0","0.00"
"1011568","B","2023-02-05","","0","0.00"
"1011569","A","2023-01-25","","0","0.00"
"1011570","B","2023-01-28","","0","0.00"
"1011571","B","2023-01-29","","0","0.00"
"1011572","B","2023-01-26","","0","0.00"
"1011573","B","2023-01-26","","0","0.00"
"1011574","B","2023-01-25","","0","0.00"
"1011575","B","2023-01-31","","0","0.00"
"1011576","B","2023-02-03","","0","0.00"
"1011577","A","2023-01-30","","0","0.00"
"1011578","B","2023-01-30","","0","0.00"
"1011579","B","2023-01-26","","0","0.00"
"1011580","A","2023-02-05","","0","0.00"
"1011581","B","2023-01-25","","0","0.00"
"1011582","B","2023-01-28","","0","0.00"
"1011583","B","2023-01-25","","0","0.00"
"1011584","B","2023-01-25","","0","0.00"
"1011585","B","2023-01-25","","0","0.00"
"1011587","A","2023-01-29","","0","0.00"
"1011588","B","2023-01-31","","0","0.00"
"1011589","B","2023-02-04","","0","0.00"
"1011590","A","2023-01-27","","0","0.00"
"1011591","B","2023-02-02","","0","0.00"
"1011592","A","2023-02-01","","0","0.00"
"1011594","B","2023-01-28","","0","0.00"
"1011595","A","2023-01-27","","0","0.00"
"1011596","B","2023-01-28","","0","0.00"
"1011597","A","2023-02-01","","0","0.00"
"1011598","A","2023-01-27","","0","0.00"
"1011599","B","2023-02-05","","0","0.00"
"1011600","A","2023-01-26","","0","0.00"
"1011601","B","2023-01-31","","0","0.00"
"1011602","B","2023-01-28","","0","0.00"
"1011603","B","2023-01-27","","0","0.00"
"1011604","A","2023-02-01","","0","0.00"
"1011606","B","2023-01-25","","0","0.00"
"1011607","B","2023-02-05","","0","0.00"
"1011608","B","2023-01-28","","0","0.00"
"1011609","B","2023-01-25","","0","0.00"
"1011610","B","2023-01-25","","0","0.00"
"1011611","A","2023-01-25","","0","0.00"
"1011612","A","2023-01-25","","0","0.00"
"1011614","B","2023-01-26","","0","0.00"
"1011615","B","2023-02-02","","0","0.00"
"1011617","A","2023-02-01","","0","0.00"
"1011618","B","2023-01-29","","0","0.00"
"1011619","B","2023-01-28","","0","0.00"
"1011620","B","2023-02-03","","0","0.00"
"1011621","A","2023-01-29","","0","0.00"
"1011622","A","2023-01-25","","0","0.00"
"1011623","A","2023-01-28","","0","0.00"
"1011624","A","2023-01-25","","0","0.00"
"1011625","A","2023-02-06","","0","0.00"
"1011626","A","2023-01-26","","0","0.00"
"1011627","A","2023-01-27","","0","0.00"
"1011629","A","2023-01-26","","0","0.00"
"1011630","A","2023-01-26","","0","0.00"
"1011631","B","2023-02-02","","0","0.00"
"1011632","A","2023-01-25","","0","0.00"
"1011633","B","2023-01-29","","0","0.00"
"1011634","B","2023-01-27","","0","0.00"
"1011635","A","2023-02-05","","0","0.00"
"1011636","B","2023-01-28","","0","0.00"
"1011638","A","2023-01-26","","0","0.00"
"1011639","A","2023-01-28","","0","0.00"
"1011640","B","2023-01-26","","0","0.00"
"1011641","B","2023-01-27","","0","0.00"
"1011642","A","2023-01-30","","0","0.00"
"1011643","B","2023-01-27","","0","0.00"
"1011644","A","2023-01-30","","0","0.00"
"1011645","B","2023-02-01","","0","0.00"
"1011646","A","2023-01-25","","0","0.00"
"1011647","A","2023-01-28","","0","0.00"
"1011648","A","2023-01-28","","0","0.00"
"1011649","B","2023-01-25","","0","0.00"
"1011650","A","2023-01-26","","0","0.00"
"1011651","A","2023-01-26","","0","0.00"
"1011652","B","2023-02-04","","0","0.00"
"1011653","B","2023-01-29","","0","0.00"
"1011654","B","2023-01-25","","0","0.00"
"1011655","B","2023-01-25","","0","0.00"
"1011656","A","2023-02-06","","0","0.00"
"1011657","B","2023-01-27","","0","0.00"
"1011658","A","2023-01-27","","0","0.00"
"1011659","B","2023-02-02","","0","0.00"
"1011660","B","2023-01-25","","0","0.00"
"1011661","B","2023-02-01","","0","0.00"
"1011662","B","2023-01-31","","0","0.00"
"1011663","A","2023-01-25","","0","0.00"
"1011664","A","2023-01-27","","0","0.00"
"1011666","A","2023-02-02","","0","0.00"
"1011667","B","2023-01-31","","0","0.00"
"1011668","A","2023-01-31","","0","0.00"
"1011669","B","2023-01-25","","0","0.00"
"1011670","A","2023-02-04","","0","0.00"
"1011671","B","2023-01-26","","0","0.00"
"1011672","B","2023-01-25","","0","0.00"
"1011673","A","2023-01-25","","0","0.00"
"1011674","A","2023-01-25","","0","0.00"
"1011675","A","2023-01-25","","0","0.00"
"1011676","A","2023-01-27","","0","0.00"
"1011677","A","2023-02-06","","0","0.00"
"1011678","B","2023-01-29","","0","0.00"
"1011679","B","2023-01-26","","0","0.00"
"1011680","B","2023-02-06","","0","0.00"
"1011681","A","2023-01-28","","0","0.00"
"1011682","A","2023-01-27","","0","0.00"
"1011683","B","2023-01-25","","0","0.00"
"1011684","A","2023-01-25","","0","0.00"
"1011685","A","2023-02-03","","0","0.00"
"1011686","B","2023-01-25","","0","0.00"
"1011687","A","2023-01-28","","0","0.00"
"1011688","B","2023-01-25","","0","0.00"
"1011689","A","2023-01-25","","0","0.00"
"1011690","B","2023-02-05","","0","0.00"
"1011691","B","2023-01-26","","0","0.00"
"1011692","B","2023-01-28","","0","0.00"
"1011693","A","2023-01-25","","0","0.00"
"1011694","A","2023-01-30","","0","0.00"
"1011695","B","2023-01-26","","0","0.00"
"1011696","B","2023-01-25","","0","0.00"
"1011697","A","2023-01-25","","0","0.00"
"1011698","A","2023-01-27","","0","0.00"
"1011699","A","2023-01-31","","0","0.00"
"1011700","B","2023-02-03","","0","0.00"
"1011702","A","2023-01-25","","0","0.00"
"1011703","A","2023-01-27","","0","0.00"
"1011704","A","2023-01-26","","0","0.00"
"1011705","A","2023-02-01","","0","0.00"
"1011706","A","2023-01-27","","0","0.00"
"1011707","A","2023-01-26","","0","0.00"
"1011708","A","2023-01-25","","0","0.00"
"1011709","B","2023-01-25","","0","0.00"
"1011710","B","2023-01-28","","0","0.00"
"1011711","A","2023-01-26","","0","0.00"
"1011712","A","2023-01-31","","0","0.00"
"1011713","A","2023-01-27","","0","0.00"
"1011714","B","2023-01-27","","0","0.00"
"1011715","A","2023-01-28","","0","0.00"
"1011716","B","2023-01-30","","0","0.00"
"1011717","B","2023-01-27","","0","0.00"
"1011718","B","2023-01-25","","0","0.00"
"1011719","A","2023-01-25","","0","0.00"
"1011721","A","2023-01-25","","0","0.00"
"1011723","A","2023-01-25","","0","0.00"
"1011724","B","2023-01-31","","0","0.00"
"1011725","B","2023-02-02","","0","0.00"
"1011726","A","2023-01-25","","0","0.00"
"1011727","A","2023-01-25","","0","0.00"
"1011728","B","2023-01-26","","0","0.00"
"1011729","A","2023-01-31","","0","0.00"
"1011730","B","2023-01-26","","0","0.00"
"1011731","B","2023-01-29","","0","0.00"
"1011733","A","2023-02-01","","0","0.00"
"1011734","A","2023-01-25","","0","0.00"
"1011735","A","2023-02-01","","0","0.00"
"1011736","A","2023-01-27","","0","0.00"
"1011737","B","2023-01-26","","0","0.00"
"1011739","B","2023-01-26","","0","0.00"
"1011740","A","2023-01-28","","0","0.00"
"1011741","B","2023-01-27","","0","0.00"
"1011742","B","2023-01-25","","0","0.00"
"1011743","B","2023-01-25","","0","0.00"
"1011744","B","2023-01-28","","0","0.00"
"1011747","B","2023-02-01","","0","0.00"
"1011748","B","2023-01-26","","0","0.00"
"1011749","A","2023-01-29","","0","0.00"
"1011750","B","2023-01-31","","0","0.00"
"1011751","A","2023-02-02","","0","0.00"
"1011752","B","2023-01-27","","0","0.00"
"1011753","B","2023-01-30","","0","0.00"
"1011754","B","2023-01-26","","0","0.00"
"1011755","A","2023-01-26","","0","0.00"
"1011756","A","2023-01-31","","0","0.00"
"1011757","B","2023-01-31","","0","0.00"
"1011758","A","2023-01-28","","0","0.00"
"1011759","B","2023-01-25","","0","0.00"
"1011761","B","2023-02-06","","0","0.00"
"1011762","B","2023-01-25","","0","0.00"
"1011763","A","2023-01-26","","0","0.00"
"1011764","B","2023-02-01","","0","0.00"
"1011765","A","2023-01-28","","0","0.00"
"1011766","A","2023-01-27","","0","0.00"
"1011767","A","2023-01-26","","0","0.00"
"1011768","B","2023-02-03","","0","0.00"
"1011769","B","2023-01-26","","0","0.00"
"1011770","A","2023-01-25","","0","0.00"
"1011771","B","2023-01-26","","0","0.00"
"1011772","B","2023-01-29","","0","0.00"
"1011773","B","2023-02-05","","0","0.00"
"1011774","B","2023-02-06","","0","0.00"
